{region},{label},{time_to_uninstall},{hardware_name},{is_organic},{referral_time},{random_user_id},{network_type},{store},{device_type},{app_version},{time_spent},{created_at},{country},{time_to_reinstall},{timezone},{platform},{os_name},{environment}
,,,,0,,566f42e23314a9b43a54e902bd054a13bfd8d636,,google,phone,2.3.1,,1719842467,ro,,UTC+0300,Unknown,android,production
,,,,0,,aac10c581f59053b80c80ec384ee4e681c142783,,google,phone,2.3.1,,1719842444,ru,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842468,ru,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842466,ru,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842465,by,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842460,ru,,UTC+0000,Unknown,android,
,,,,0,,16d2a8aab2b04d18859fb6962755f48fc672f950,,google,phone,2.3.1,,1719842469,ru,,UTC+0300,Unknown,android,production
,,,,0,,cc401e3d96836edbb59bd5e3490719405c4a89de,,google,phone,2.3.1,,1719841953,ua,,UTC+0300,Unknown,android,production
,,,,,,,,itunes,tablet,,,1719842468,ca,,UTC+0000,Unknown,ios,
,,,,,,,,google,phone,,,1719842473,ru,,UTC+0000,Unknown,android,
,,,,0,,55a3cf3d700e2b1d4e3eae323f361f0b93cd9a5a,,google,phone,2.3.1,,1719842462,ru,,UTC+0400,Unknown,android,production
,,,,0,,6962d07fbc2cdfc7f649ca26b20d44725bf9f194,,google,phone,2.3.1,,1719842458,ru,,UTC+0300,Unknown,android,production
,,,,0,,848d2aef57a4f2d725b49608fe8a024e698c7045,,google,phone,2.3.1,,1719842477,ua,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842470,il,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842482,ua,,UTC+0000,Unknown,android,
,,,,1,,3b650d33deb7e4c67287897e9f407af3a88ac40e,,itunes,phone,240627199,,1719842482,ru,,UTC+0300,Unknown,ios,production
,,,,0,,04b696ff3a8a5fc10a16a21486d12606f81f7fcb,,itunes,phone,240627199,,1719842467,ru,,UTC+0300,Unknown,ios,production
,,,,0,,90995e29182ce2ee1fa94f39813b7c6b6f0835f1,,google,phone,2.3.1,,1719842468,ru,,UTC+0300,Unknown,android,production
,,,,0,,cc401e3d96836edbb59bd5e3490719405c4a89de,,google,phone,2.3.1,,1719842480,ua,,UTC+0300,Unknown,android,production
,,,,0,,04b696ff3a8a5fc10a16a21486d12606f81f7fcb,,itunes,phone,240627199,,1719842484,ru,,UTC+0300,Unknown,ios,production
,,,,,,,,google,phone,,,1719842482,de,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842472,ru,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842475,br,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842488,es,,UTC+0000,Unknown,android,
,,,,0,,2eb22bda58da52abd8879eeb7ab1e2528c8ede32,,itunes,phone,240627199,,1719842477,tr,,UTC+0300,Unknown,ios,production
,,,,0,,566f42e23314a9b43a54e902bd054a13bfd8d636,,google,phone,2.3.1,,1719842474,ro,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842474,ru,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842485,ru,,UTC+0000,Unknown,android,
,,,,0,,6bae38a78066cbca7b78f5fa0d87c9f06ea65413,,google,phone,2.3.1,,1719842486,ru,,UTC+0300,Unknown,android,production
,,,,0,,848d2aef57a4f2d725b49608fe8a024e698c7045,,google,phone,2.3.1,,1719842492,ua,,UTC+0300,Unknown,android,production
,,,,0,,2eb22bda58da52abd8879eeb7ab1e2528c8ede32,,itunes,phone,240627199,,1719842493,tr,,UTC+0300,Unknown,ios,production
,,,,0,,cc401e3d96836edbb59bd5e3490719405c4a89de,,google,phone,2.3.1,,1719842495,ua,,UTC+0300,Unknown,android,production
,,,,,,,,itunes,phone,,,1719842481,ru,,UTC+0000,Unknown,ios,
,,,,0,,82c96ac8b6a081d729fb81796c403f7eb1244c03,,google,phone,2.3.1,,1719842498,ua,,UTC+0300,Unknown,android,production
,,,,0,,55a3cf3d700e2b1d4e3eae323f361f0b93cd9a5a,,google,phone,2.3.1,,1719842496,ru,,UTC+0400,Unknown,android,production
,,,,,,,,google,phone,,,1719842492,ru,,UTC+0000,Unknown,android,
,,,,,,,,itunes,phone,,,1719842480,ru,,UTC+0000,Unknown,ios,
ru,,,TKQ1.221114.001 test-keys,0,1719842199,8915408e8462e41fa05e70f22809de56973cee5e,,google,phone,2.3.1,,1719842468,ru,,UTC+0300,mobile_app,android,production
,,,,,,,,google,phone,,,1719842500,br,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842482,us,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842501,ru,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842495,ru,,UTC+0000,Unknown,android,
ru,,,UP1A.231005.007.S926BXXS2AXED,0,1719842102,16d2a8aab2b04d18859fb6962755f48fc672f950,,google,phone,2.3.1,,1719842455,ru,,UTC+0300,mobile_app,android,production
,,,,,,,,google,phone,,,1719842497,cz,,UTC+0000,Unknown,android,
,,,,1,,3a78c5b6784618c3a59c1ab429b46864adc95887,,itunes,phone,240627199,,1719842487,ua,,UTC+0300,Unknown,ios,production
,,,,0,,4ffb687c0f07edb96cc2ad5d0fbb9013efa4814d,,google,phone,2.3.1,,1719842488,ru,,UTC+0600,Unknown,android,production
,,,,0,,e9c16552097a6845f4a134cd8ad5f87bc465ec4e,,google,phone,2.3.0,,1719842509,ua,,UTC+0300,Unknown,android,production
,,,,0,,90995e29182ce2ee1fa94f39813b7c6b6f0835f1,,google,phone,2.3.1,,1719842509,ru,,UTC+0300,Unknown,android,production
,,,,0,,566f42e23314a9b43a54e902bd054a13bfd8d636,,google,phone,2.3.1,,1719842496,ro,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842507,de,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842509,il,,UTC+0000,Unknown,android,
,,,,0,,218904bc92c8c13a79c2d280a1b1a60d93db406c,,google,tablet,2.3.1,,1719842470,ru,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842511,ru,,UTC+0000,Unknown,android,
,,,,0,,2eb22bda58da52abd8879eeb7ab1e2528c8ede32,,itunes,phone,240627199,,1719842511,tr,,UTC+0300,Unknown,ios,production
,,,,0,,848d2aef57a4f2d725b49608fe8a024e698c7045,,google,phone,2.3.1,,1719842507,ua,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842489,ua,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842514,ru,,UTC+0000,Unknown,android,
,,,,0,,566f42e23314a9b43a54e902bd054a13bfd8d636,,google,phone,2.3.1,,1719842512,ro,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842512,ru,,UTC+0000,Unknown,android,
,,,,0,,04b696ff3a8a5fc10a16a21486d12606f81f7fcb,,itunes,phone,240627199,,1719842515,ru,,UTC+0300,Unknown,ios,production
,,,,0,,16d2a8aab2b04d18859fb6962755f48fc672f950,,google,phone,2.3.1,,1719842514,ru,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842515,ru,,UTC+0000,Unknown,android,
,,,,1,,3b650d33deb7e4c67287897e9f407af3a88ac40e,,itunes,phone,240627199,,1719842497,ru,,UTC+0300,Unknown,ios,production
,,,,0,,16d2a8aab2b04d18859fb6962755f48fc672f950,,google,phone,2.3.1,,1719842493,ru,,UTC+0300,Unknown,android,production
,,,,0,,04b696ff3a8a5fc10a16a21486d12606f81f7fcb,,itunes,phone,240627199,,1719842500,ru,,UTC+0300,Unknown,ios,production
,,,,0,,218904bc92c8c13a79c2d280a1b1a60d93db406c,,google,tablet,2.3.1,,1719842522,ru,,UTC+0300,Unknown,android,production
ru,,,UP1A.231005.007.A525FXXS6EXB6,0,,6962d07fbc2cdfc7f649ca26b20d44725bf9f194,,google,phone,2.3.1,138,1719842494,ru,,UTC+0300,mobile_app,android,production
,,,,,,,,google,tablet,,,1719842519,ru,,UTC+0000,Unknown,android,
,,,,0,,2eb22bda58da52abd8879eeb7ab1e2528c8ede32,,itunes,phone,240627199,,1719842524,tr,,UTC+0300,Unknown,ios,production
,,,,0,,cc401e3d96836edbb59bd5e3490719405c4a89de,,google,phone,2.3.1,,1719842526,ua,,UTC+0300,Unknown,android,production
,,,,0,,55a3cf3d700e2b1d4e3eae323f361f0b93cd9a5a,,google,phone,2.3.1,,1719842515,ru,,UTC+0400,Unknown,android,production
,,,,,,,,google,phone,,,1719842507,ru,,UTC+0000,Unknown,android,
,,,,0,,ebf5cc458b6e749645fd6a1443c954a4726247e1,,google,phone,2.3.1,,1719842514,ru,,UTC+0500,Unknown,android,production
,,,,0,,7060cf2ee9c6fe8b7b04a15c3e5d49f1c02ab11b,,google,phone,2.3.1,,1719842524,ua,,UTC+0300,Unknown,android,production
,,,,0,,566f42e23314a9b43a54e902bd054a13bfd8d636,,google,phone,2.3.1,,1719842494,ro,,UTC+0300,Unknown,android,production
,,,,1,,3b650d33deb7e4c67287897e9f407af3a88ac40e,,itunes,phone,240627199,,1719842517,ru,,UTC+0300,Unknown,ios,production
,,,,0,,6962d07fbc2cdfc7f649ca26b20d44725bf9f194,,google,phone,2.3.1,,1719842503,ru,,UTC+0300,Unknown,android,production
,,,,1,,3b650d33deb7e4c67287897e9f407af3a88ac40e,,itunes,phone,240627199,,1719842533,ru,,UTC+0300,Unknown,ios,production
,,,,0,,cc401e3d96836edbb59bd5e3490719405c4a89de,,google,phone,2.3.1,,1719842511,ua,,UTC+0300,Unknown,android,production
,,,,,,,,google,tablet,,,1719842533,es,,UTC+0000,Unknown,android,
,,,,0,,55a3cf3d700e2b1d4e3eae323f361f0b93cd9a5a,,google,phone,2.3.1,,1719842534,ru,,UTC+0400,Unknown,android,production
,,,,0,,6bae38a78066cbca7b78f5fa0d87c9f06ea65413,,google,phone,2.3.1,,1719842528,ru,,UTC+0300,Unknown,android,production
,,,,0,,04b696ff3a8a5fc10a16a21486d12606f81f7fcb,,itunes,phone,240627199,,1719842530,ru,,UTC+0300,Unknown,ios,production
,,,,0,,848d2aef57a4f2d725b49608fe8a024e698c7045,,google,phone,2.3.1,,1719842538,ua,,UTC+0300,Unknown,android,production
,,,,0,,848d2aef57a4f2d725b49608fe8a024e698c7045,,google,phone,2.3.1,,1719842523,ua,,UTC+0300,Unknown,android,production
,,,,0,,2eb22bda58da52abd8879eeb7ab1e2528c8ede32,,itunes,phone,240627199,,1719842539,tr,,UTC+0300,Unknown,ios,production
,,,,1,,3b650d33deb7e4c67287897e9f407af3a88ac40e,,itunes,phone,240627199,,1719842538,ru,,UTC+0300,Unknown,ios,production
,,,,,,,,google,phone,,,1719842540,ru,,UTC+0000,Unknown,android,
us,,,UP1A.231005.007.X200XXS3DXD5,0,,49d6dab6a9955e13e78cda2ab2c2cc6fa56a4749,,google,tablet,2.3.1,,1719842513,us,,UTC-0400,mobile_app,android,production
,,,,,,,,google,phone,,,1719842543,ru,,UTC+0000,Unknown,android,
,,,,0,,566f42e23314a9b43a54e902bd054a13bfd8d636,,google,phone,2.3.1,,1719842528,ro,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842537,th,,UTC+0000,Unknown,android,
,,,,0,,aac10c581f59053b80c80ec384ee4e681c142783,,google,phone,2.3.1,,1719842512,ru,,UTC+0300,Unknown,android,production
,,,,0,,04b696ff3a8a5fc10a16a21486d12606f81f7fcb,,itunes,phone,240627199,,1719842545,ru,,UTC+0300,Unknown,ios,production
,,,,0,,566f42e23314a9b43a54e902bd054a13bfd8d636,,google,phone,2.3.1,,1719842542,ro,,UTC+0300,Unknown,android,production
,,,,0,,848d2aef57a4f2d725b49608fe8a024e698c7045,,google,phone,2.3.1,,1719842508,ua,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842546,ua,,UTC+0000,Unknown,android,
,,,,0,,aac10c581f59053b80c80ec384ee4e681c142783,,google,phone,2.3.1,,1719842544,ru,,UTC+0300,Unknown,android,production
,,,,0,,8915408e8462e41fa05e70f22809de56973cee5e,,google,phone,2.3.1,,1719842521,ru,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842555,ua,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842547,by,,UTC+0000,Unknown,android,
,,,,0,,ebf5cc458b6e749645fd6a1443c954a4726247e1,,google,phone,2.3.1,,1719842550,ru,,UTC+0500,Unknown,android,production
,,,,0,,848d2aef57a4f2d725b49608fe8a024e698c7045,,google,phone,2.3.1,,1719842554,ua,,UTC+0300,Unknown,android,production
,,,,0,,abe59187a11648ddf5881d3755d2a41141f971da,,google,phone,2.3.1,,1719840514,by,,UTC+0300,Unknown,android,production
,,,,0,,2eb22bda58da52abd8879eeb7ab1e2528c8ede32,,itunes,phone,240627199,,1719842557,tr,,UTC+0300,Unknown,ios,production
,,,,0,,031898fffe0cd0c78d530e9b0fab60615cb6abb9,,google,phone,2.3.1,,1719842553,de,,UTC+0200,Unknown,android,production
,,,,,,,,google,phone,,,1719842557,kr,,UTC+0000,Unknown,android,
,,,,0,,8915408e8462e41fa05e70f22809de56973cee5e,,google,phone,2.3.1,,1719842519,ru,,UTC+0300,Unknown,android,production
,,,,0,,6bae38a78066cbca7b78f5fa0d87c9f06ea65413,,google,phone,2.3.1,,1719842558,ru,,UTC+0300,Unknown,android,production
,,,,0,,04b696ff3a8a5fc10a16a21486d12606f81f7fcb,,itunes,phone,240627199,,1719842560,ru,,UTC+0300,Unknown,ios,production
,,,,0,,4ffb687c0f07edb96cc2ad5d0fbb9013efa4814d,,google,phone,2.3.1,,1719842500,ru,,UTC+0600,Unknown,android,production
,,,,,,,,google,phone,,,1719842537,ru,,UTC+0000,Unknown,android,
,,,,0,,848d2aef57a4f2d725b49608fe8a024e698c7045,,google,phone,2.3.1,,1719842569,ua,,UTC+0300,Unknown,android,production
,,,,,,,,google,tablet,,,1719842551,es,,UTC+0000,Unknown,android,
,,,,0,,6962d07fbc2cdfc7f649ca26b20d44725bf9f194,,google,phone,2.3.1,,1719842554,ru,,UTC+0300,Unknown,android,production
,,,,0,,8915408e8462e41fa05e70f22809de56973cee5e,,google,phone,2.3.1,,1719842574,ru,,UTC+0300,Unknown,android,production
,,,,0,,7060cf2ee9c6fe8b7b04a15c3e5d49f1c02ab11b,,google,phone,2.3.1,,1719842563,ua,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842543,ua,,UTC+0000,Unknown,android,
,,,,0,,cc401e3d96836edbb59bd5e3490719405c4a89de,,google,phone,2.3.1,,1719842572,ua,,UTC+0300,Unknown,android,production
,,,,0,,aac10c581f59053b80c80ec384ee4e681c142783,,google,phone,2.3.1,,1719842577,ru,,UTC+0300,Unknown,android,production
,,,,,,,,google,phone,,,1719842559,us,,UTC+0000,Unknown,android,
,,,,0,,04b696ff3a8a5fc10a16a21486d12606f81f7fcb,,itunes,phone,240627199,,1719842575,ru,,UTC+0300,Unknown,ios,production
,,,,,,,,google,phone,,,1719842568,ru,,UTC+0000,Unknown,android,
,,,,,,,,google,phone,,,1719842546,ru,,UTC+0000,Unknown,android,
,,,,1,,3b650d33deb7e4c67287897e9f407af3a88ac40e,,itunes,phone,240627199,,1719842575,ru,,UTC+0300,Unknown,ios,production
,,,,,,,,itunes,tablet,,,1719842549,ru,,UTC+0000,Unknown,ios,
,,,,0,,16d2a8aab2b04d18859fb6962755f48fc672f950,,google,phone,2.3.1,,1719842549,ru,,UTC+0300,Unknown,android,production
,,,,0,,2eb22bda58da52abd8879eeb7ab1e2528c8ede32,,Unknown,Unknown,240627199,,1719842583,tr,,UTC+0300,Unknown,ios,production
,,,,0,,6206fa6dca13fe731b39c41a0a474538142c7a5c,,Unknown,Unknown,240627199,,1719842545,ru,,UTC+0300,mobile_app,ios,production
,,,,0,,abe59187a11648ddf5881d3755d2a41141f971da,,Unknown,Unknown,2.3.1,,1719842576,by,,UTC+0300,Unknown,android,production
,,,,0,,6962d07fbc2cdfc7f649ca26b20d44725bf9f194,,Unknown,Unknown,2.3.1,,1719842496,ru,,UTC+0300,Unknown,android,production
,,,,0,,848d2aef57a4f2d725b49608fe8a024e698c7045,,Unknown,Unknown,2.3.1,,1719842584,ua,,UTC+0300,Unknown,android,production
,,,,0,,218904bc92c8c13a79c2d280a1b1a60d93db406c,,Unknown,Unknown,2.3.1,,1719842553,ru,,UTC+0300,Unknown,android,production
,,,,,,,,Unknown,Unknown,,,1719842585,ru,,UTC+0000,Unknown,android,
,,,,0,,cc401e3d96836edbb59bd5e3490719405c4a89de,,Unknown,Unknown,2.3.1,,1719842587,ua,,UTC+0300,Unknown,android,production
,,,,0,,4ffb687c0f07edb96cc2ad5d0fbb9013efa4814d,,Unknown,Unknown,2.3.1,,1719842586,ru,,UTC+0600,Unknown,android,production
,,,,0,,2eb22bda58da52abd8879eeb7ab1e2528c8ede32,,Unknown,Unknown,240627199,,1719842554,tr,,UTC+0300,Unknown,ios,production
,,,,,,,,Unknown,Unknown,,,1719842580,be,,UTC+0000,Unknown,android,
,,,,,,,,Unknown,Unknown,,,1719842584,by,,UTC+0000,Unknown,android,
,,,,0,,cc401e3d96836edbb59bd5e3490719405c4a89de,,Unknown,Unknown,2.3.1,,1719842556,ua,,UTC+0300,Unknown,android,production
,,,,0,,ebf5cc458b6e749645fd6a1443c954a4726247e1,,Unknown,Unknown,2.3.1,,1719842581,ru,,UTC+0500,Unknown,android,production
,,,,,,,,Unknown,Unknown,,,1719842571,ru,,UTC+0000,Unknown,ios,
,,,,,,,,Unknown,Unknown,,,1719842589,es,,UTC+0000,Unknown,android,
,,,,,,,,Unknown,Unknown,,,1719842592,ua,,UTC+0000,Unknown,android,
,,,,0,,218904bc92c8c13a79c2d280a1b1a60d93db406c,,Unknown,Unknown,2.3.1,,1719842583,ru,,UTC+0300,Unknown,android,production
,,,,,,,,Unknown,Unknown,,,1719842583,ua,,UTC+0000,Unknown,android,
,,,,,,,,Unknown,Unknown,,,1719842586,ru,,UTC+0000,Unknown,ios,
ru,,,,0,,abe59187a11648ddf5881d3755d2a41141f971da,,Unknown,Unknown,2.3.1,,1719842557,by,,UTC+0300,mobile_app,android,production
